 ,Label,Area,Mean,Min,Max
206,D66-G1-T8.1.JPG,340,130.5000,0,255
207,D66-G1-T8.1.JPG,618,118.4223,0,255
208,D66-G1-T8.1.JPG,282,74.1489,0,255
209,D66-G1-T8.1.JPG,276,151.5217,0,255
210,D66-G1-T8.1.JPG,233,25.1717,0,255
211,D66-G1-T8.1.JPG,589,145.0340,0,255
212,D66-G1-T8.1.JPG,293,6.0922,0,255
213,D66-G1-T8.1.JPG,561,49.5455,0,255
214,D66-G1-T8.1.JPG,355,105.5915,0,255
215,D66-G1-T8.1.JPG,1327,146.4280,0,255
216,D66-G1-T8.1.JPG,206,32.1845,0,255
217,D66-G1-T8.1.JPG,514,130.4767,0,255
218,D66-G1-T8.1.JPG,223,146.3677,0,255
219,D66-G1-T8.1.JPG,240,68.0000,0,255
220,D66-G1-T8.1.JPG,295,138.3051,0,255
221,D66-G1-T8.1.JPG,487,145.5647,0,255
222,D66-G1-T8.1.JPG,317,51.4826,0,255
223,D66-G1-T8.1.JPG,369,110.5691,0,255
224,D66-G1-T8.1.JPG,327,123.2110,0,255
225,D66-G1-T8.1.JPG,307,8.3062,0,255
226,D66-G1-T8.1.JPG,442,141.9231,0,255
227,D66-G1-T8.1.JPG,468,131.3141,0,255
228,D66-G1-T8.1.JPG,342,76.7982,0,255
229,D66-G1-T8.1.JPG,328,134.4970,0,255
230,D66-G1-T8.1.JPG,812,97.3522,0,255
231,D66-G1-T8.1.JPG,286,49.9301,0,255
232,D66-G1-T8.1.JPG,360,145.2083,0,255
233,D66-G1-T8.1.JPG,350,112.2000,0,255
234,D66-G1-T8.1.JPG,250,135.6600,0,255
235,D66-G1-T8.1.JPG,310,149.7097,0,255
236,D66-G1-T8.1.JPG,390,112.4615,0,255
237,D66-G1-T8.1.JPG,260,100.0385,0,255
238,D66-G1-T8.1.JPG,738,7.2561,0,255
239,D66-G1-T8.1.JPG,197,143.6802,0,255
240,D66-G1-T8.1.JPG,260,117.6923,0,255
241,D66-G1-T8.1.JPG,365,136.9315,0,255
242,D66-G1-T8.1.JPG,363,96.2397,0,255
243,D66-G1-T8.1.JPG,257,103.1907,0,255
244,D66-G1-T8.1.JPG,608,78.0099,0,255
245,D66-G1-T8.1.JPG,276,113.6413,0,255
246,D66-G1-T8.1.JPG,342,137.9386,0,255
247,D66-G1-T8.1.JPG,202,123.7129,0,255
248,D66-G1-T8.1.JPG,233,33.9270,0,255
249,D66-G1-T8.1.JPG,561,144.5455,0,255
250,D66-G1-T8.1.JPG,384,125.5078,0,255
251,D66-G1-T8.1.JPG,251,133.0876,0,255
252,D66-G1-T8.1.JPG,14,0.0000,0,0
253,D66-G1-T8.1.JPG,318,48.9151,0,255
254,D66-G1-T8.1.JPG,181,76.0773,0,255
255,D66-G1-T8.1.JPG,467,158.3512,0,255
256,D66-G1-T8.1.JPG,400,115.3875,0,255
257,D66-G1-T8.1.JPG,872,0.0000,0,0
258,D66-G1-T8.1.JPG,538,148.8290,0,255
259,D66-G1-T8.1.JPG,289,153.5294,0,255
260,D66-G1-T8.1.JPG,236,0.0000,0,0
261,D66-G1-T8.1.JPG,307,99.6743,0,255
262,D66-G1-T8.1.JPG,92,0.0000,0,0
263,D66-G1-T8.1.JPG,515,113.3883,0,255
264,D66-G1-T8.1.JPG,296,99.9324,0,255
265,D66-G1-T8.1.JPG,504,0.0000,0,0
266,D66-G1-T8.1.JPG,331,90.9063,0,255
